dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,12.912369,3.436970,8.912990,3.617040,-0.337693,-0.391649,0.061524
0.020000,12.984422,3.441608,8.985193,3.610125,-0.345715,-0.401107,0.067054
0.020000,13.056307,3.446639,9.057253,3.603047,-0.353922,-0.410368,0.072685
0.020000,13.128018,3.452066,9.129169,3.595801,-0.362322,-0.419983,0.078418
0.020000,13.199549,3.457896,9.200937,3.588382,-0.370905,-0.429181,0.084256
0.020000,13.270892,3.464135,9.272553,3.580789,-0.379685,-0.438956,0.090203
0.020000,13.342042,3.470787,9.344013,3.573016,-0.388646,-0.448082,0.096259
0.020000,13.412992,3.477857,9.415314,3.565060,-0.397800,-0.457696,0.102428
0.020000,13.483734,3.485353,9.486453,3.556917,-0.407136,-0.466777,0.108713
0.020000,13.554262,3.493278,9.557424,3.548584,-0.416654,-0.475937,0.115116
0.020000,13.624568,3.501639,9.628226,3.540057,-0.426351,-0.484815,0.121640
0.020000,13.694644,3.510441,9.698852,3.531333,-0.436222,-0.493557,0.128288
0.020000,13.764482,3.519690,9.769300,3.522407,-0.446256,-0.501732,0.135062
0.020000,13.834075,3.529391,9.839566,3.513278,-0.456457,-0.510046,0.141966
0.020000,13.903414,3.539549,9.909645,3.503942,-0.466802,-0.517230,0.149002
0.020000,13.972490,3.550171,9.979533,3.494396,-0.477294,-0.524610,0.156173
0.020000,14.041294,3.561262,10.049225,3.484638,-0.487912,-0.530906,0.163483
0.020000,14.109819,3.572826,10.118719,3.474665,-0.498645,-0.536657,0.170935
0.020000,14.178053,3.584871,10.188008,3.464476,-0.509480,-0.541716,0.178531
0.020000,14.245989,3.597401,10.257090,3.454068,-0.520398,-0.545888,0.186274
0.020000,14.313615,3.610421,10.325958,3.443440,-0.531377,-0.548957,0.194169
0.020000,14.380924,3.623938,10.394610,3.432592,-0.542393,-0.550813,0.202217
0.020000,14.447903,3.637955,10.463041,3.421524,-0.553429,-0.551813,0.210422
0.020000,14.514543,3.652479,10.531245,3.410235,-0.564449,-0.550968,0.218788
0.020000,14.580834,3.667515,10.599220,3.398726,-0.575424,-0.548786,0.227316
0.020000,14.646765,3.683067,10.666960,3.387000,-0.586323,-0.544944,0.236011
0.020000,14.712324,3.699140,10.734461,3.375058,-0.597104,-0.539027,0.244875
0.020000,14.777502,3.715739,10.801719,3.362903,-0.607730,-0.531293,0.253912
0.020000,14.842286,3.732869,10.868730,3.350540,-0.618152,-0.521133,0.263124
0.020000,14.906666,3.750534,10.935489,3.337974,-0.628323,-0.508522,0.272514
0.020000,14.970630,3.768739,11.001994,3.325210,-0.638190,-0.493379,0.282086
0.020000,15.034167,3.787488,11.068239,3.312256,-0.647698,-0.475385,0.291841
0.020000,15.097264,3.806785,11.134221,3.299120,-0.656780,-0.454093,0.301782
0.020000,15.159911,3.826634,11.199937,3.285813,-0.665376,-0.429822,0.311912
0.020000,15.222096,3.847038,11.265384,3.272345,-0.673412,-0.401770,0.322233
0.020000,15.283807,3.868001,11.330559,3.258728,-0.680815,-0.370172,0.332747
0.020000,15.345033,3.889527,11.395458,3.244978,-0.687504,-0.334472,0.343457
0.020000,15.405762,3.911618,11.460081,3.231110,-0.693401,-0.294824,0.354363
0.020000,15.465983,3.934278,11.524424,3.217142,-0.698413,-0.250607,0.365467
0.020000,15.525684,3.957510,11.588485,3.203093,-0.702454,-0.202026,0.376770
0.020000,15.584854,3.981315,11.652265,3.188984,-0.705426,-0.148638,0.388274
0.020000,15.643483,4.005697,11.715762,3.174839,-0.707239,-0.090609,0.399978
0.020000,15.701561,4.030657,11.778976,3.160684,-0.707786,-0.027393,0.411883
0.020000,15.759076,4.056198,11.841906,3.146544,-0.706975,0.040567,0.423988
0.020000,15.816018,4.082321,11.904555,3.132450,-0.704702,0.113652,0.436294
0.020000,15.872379,4.109029,11.966924,3.118433,-0.700867,0.191737,0.448798
0.020000,15.928149,4.136322,12.029015,3.104525,-0.695372,0.274765,0.461500
0.020000,15.983320,4.164203,12.090830,3.090763,-0.688123,0.362439,0.474396
0.020000,16.037882,4.192673,12.152373,3.077182,-0.679026,0.454856,0.487485
0.020000,16.091830,4.221733,12.213650,3.063822,-0.667998,0.551405,0.500764
0.020000,16.145155,4.251384,12.274664,3.050723,-0.654957,0.652025,0.514229
0.020000,16.197851,4.281628,12.335423,3.037927,-0.639837,0.756032,0.527875
0.020000,16.249913,4.312467,12.395932,3.025475,-0.622574,0.863156,0.541698
0.020000,16.301334,4.343900,12.456201,3.013413,-0.603122,0.972572,0.555691
0.020000,16.352112,4.375930,12.516236,3.001784,-0.581449,1.083685,0.569850
0.020000,16.402241,4.408558,12.576049,2.990633,-0.557531,1.195859,0.584167
0.020000,16.451720,4.441786,12.635649,2.980006,-0.531371,1.308041,0.598635
0.020000,16.500544,4.475615,12.695048,2.969946,-0.502980,1.419535,0.613245
0.020000,16.548713,4.510047,12.754258,2.960498,-0.472395,1.529247,0.627989
0.020000,16.596225,4.545084,12.813292,2.951705,-0.439671,1.636184,0.642858
0.020000,16.643080,4.580729,12.872164,2.943607,-0.404882,1.739470,0.657842
0.020000,16.689278,4.616983,12.930889,2.936245,-0.368125,1.837832,0.672931
0.020000,16.734820,4.653849,12.989482,2.929654,-0.329517,1.930402,0.688112
0.020000,16.779706,4.691330,13.047960,2.923870,-0.289195,2.016115,0.703376
0.020000,16.823939,4.729429,13.106338,2.918924,-0.247317,2.093915,0.718710
0.020000,16.867520,4.768149,13.164635,2.914843,-0.204058,2.162942,0.734102
0.020000,16.910452,4.807492,13.222868,2.911651,-0.159609,2.222455,0.749539
0.020000,16.952737,4.847464,13.281055,2.909367,-0.114179,2.271480,0.765009
0.020000,16.994379,4.888066,13.339215,2.908007,-0.067986,2.309644,0.780498
0.020000,17.035382,4.929302,13.397367,2.907582,-0.021261,2.336281,0.795993
0.020000,17.075747,4.971176,13.455529,2.908097,0.025762,2.351146,0.811480
0.020000,17.115480,5.013691,13.513720,2.909554,0.072841,2.353938,0.826947
0.020000,17.154583,5.056851,13.571959,2.911949,0.119736,2.344735,0.842380
0.020000,17.193060,5.100657,13.630265,2.915273,0.166207,2.323542,0.857766
0.020000,17.230915,5.145115,13.688655,2.919514,0.212020,2.290691,0.873092
0.020000,17.268151,5.190224,13.747148,2.924653,0.256952,2.246572,0.888344
0.020000,17.304772,5.235990,13.805761,2.930668,0.300787,2.191742,0.903512
0.020000,17.340781,5.282412,13.864512,2.937535,0.343324,2.126875,0.918582
0.020000,17.376181,5.329492,13.923416,2.945222,0.384380,2.052764,0.933543
0.020000,17.410975,5.377232,13.982490,2.953698,0.423785,1.970285,0.948384
0.020000,17.445167,5.425631,14.041749,2.962926,0.461393,1.880391,0.963093
0.020000,17.478759,5.474690,14.101206,2.972867,0.497075,1.784086,0.977662
0.020000,17.511753,5.524407,14.160876,2.983482,0.530723,1.682413,0.992081
0.020000,17.544153,5.574782,14.220770,2.994727,0.562251,1.576417,1.006339
0.020000,17.575961,5.625811,14.280902,3.006559,0.591594,1.467156,1.020430
0.020000,17.607179,5.677493,14.341280,3.018933,0.618707,1.355639,1.034346
0.020000,17.637810,5.729824,14.401916,3.031804,0.643565,1.242879,1.048079
0.020000,17.667856,5.782799,14.462819,3.045127,0.666161,1.129788,1.061623
0.020000,17.697319,5.836414,14.523996,3.058858,0.686506,1.017265,1.074972
0.020000,17.726201,5.890664,14.585455,3.072950,0.704628,0.906100,1.088121
0.020000,17.754505,5.945542,14.647202,3.087361,0.720569,0.797034,1.101066
0.020000,17.782234,6.001041,14.709243,3.102049,0.734383,0.690700,1.113803
0.020000,17.809389,6.057156,14.771583,3.116972,0.746137,0.587706,1.126328
0.020000,17.835973,6.113876,14.834225,3.132090,0.755906,0.488452,1.138638
0.020000,17.861990,6.171196,14.897172,3.147365,0.763775,0.393454,1.150732
0.020000,17.887442,6.229104,14.960427,3.162762,0.769833,0.302909,1.162608
0.020000,17.912332,6.287593,15.023992,3.178246,0.774176,0.217167,1.174263
0.020000,17.936664,6.346653,15.087868,3.193784,0.776903,0.136347,1.185699
0.020000,17.960441,6.406274,15.152055,3.209346,0.778115,0.060572,1.196914
0.020000,17.983666,6.466446,15.216553,3.224904,0.777912,-0.010126,1.207908
0.020000,18.006343,6.527157,15.281361,3.240432,0.776399,-0.075662,1.218681
0.020000,18.028477,6.588398,15.346479,3.255906,0.773675,-0.136206,1.229236
0.020000,18.050072,6.650158,15.411905,3.271303,0.769839,-0.191790,1.239572
0.020000,18.071132,6.712425,15.477638,3.286602,0.764990,-0.242461,1.249691
0.020000,18.091662,6.775188,15.543673,3.301787,0.759219,-0.288538,1.259594
0.020000,18.111667,6.838436,15.610010,3.316839,0.752619,-0.329996,1.269284
0.020000,18.131152,6.902159,15.676645,3.331745,0.745275,-0.367214,1.278763
